Name,Team,Year,Games Plyd,Rush,Rush Yards,Rush TD,Target,Catch,Catch yards,Catch TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan | Stefan,DET,2011,16,9,32,,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
Logan | Stefan,DET,2012,16,3,17,,7,6,28,,,,,,,,,,,,,,,,,,,,,,,,,
Logan | Stefan,PIT,2009,16,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
London | Brandon,MIA,2008,14,,,,6,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
Long | Lance,ARI,2009,8,1,-1,,38,20,178,,,,,,,,,,,,,,,,,,,,,,,,,
Looker | Dane,STL,2004,7,,,,23,13,183,,,,,,,,,,,,,,,,,,,,,,,,,
Looker | Dane,STL,2005,9,,,,26,23,237,,,,,,,,,,,,,,,,,,,,,,,,,
Looker | Dane,STL,2006,2,1,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looker | Dane,STL,2007,13,,,,14,6,38,,,,,,,,,,,,,,,,,,,,,,,,,
Looker | Dane,STL,2008,13,,,,47,23,271,2,,,,,,,,,,,,,,,,,,,,,,,,
Lucas | Chad,TB,2007,2,,,,5,5,82,,,,,,,,,,,,,,,,,,,,,,,,,
Luke | Triandos,DEN,2004,2,,,,8,6,52,,,,,,,,,,,,,,,,,,,,,,,,,
Maclin | Jeremy,PHI,2009,15,2,-7,,91,56,773,4,,,,,,,,,,,,,,,,,,,,,,,,
Maclin | Jeremy,PHI,2010,16,3,36,,115,70,964,10,,,,,,,,,,,,,,,,,,,,,,,,
Maclin | Jeremy,PHI,2011,13,1,1,,96,63,859,5,,,,,,,,,,,,,,,,,,,,,,,,
Maclin | Jeremy,PHI,2012,15,,,,122,69,857,7,,,,,,,,,,,,,,,,,,,,,,,,
Maehl | Jeff,HOU,2011,3,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Manningham | Mario,NYG,2008,7,1,-12,,6,4,26,,,,,,,,,,,,,,,,,,,,,,,,,
Manningham | Mario,NYG,2009,14,,,,99,57,822,5,,,,,,,,,,,,,,,,,,,,,,,,
Manningham | Mario,NYG,2010,16,1,2,,92,60,944,9,,,,,,,,,,,,,,,,,,,,,,,,
Manningham | Mario,NYG,2011,12,,,,77,39,523,4,,,,,,,,,,,,,,,,,,,,,,,,
Manningham | Mario,SFO,2012,12,3,64,,57,42,449,1,,,,,,,,,,,,,,,,,,,,,,,,
Mariani | Marc,TEN,2010,16,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariani | Marc,TEN,2011,16,1,4,,12,5,24,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Brandon,CHI,2012,16,1,-2,,192,118,1508,11,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Brandon,DEN,2006,10,2,12,,36,20,309,2,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Brandon,DEN,2007,16,5,57,,170,102,1325,7,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Brandon,DEN,2008,15,2,-4,,181,104,1265,6,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Brandon,DEN,2009,15,7,39,,154,101,1120,10,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Brandon,MIA,2010,14,2,3,,145,86,1014,3,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Brandon,MIA,2011,16,1,13,,141,81,1214,6,,,,,,,,,,,,,,,,,,,,,,,,
Marshall | Rasheed,SF,2005,5,1,-7,,6,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Charly,CAR,2009,7,,,,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Charly,CAR,2010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Charly,SEA,2012,4,,,,6,4,42,,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Keshawn,HOU,2012,16,4,53,,28,10,85,1,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Ruvell,BUF,2011,14,,,,16,7,82,,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Ruvell,BUF,2012,14,,,,6,4,41,,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Ruvell,GB,2006,10,,,,41,21,358,1,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Ruvell,GB,2007,15,,,,28,16,242,4,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Ruvell,GB,2008,13,,,,26,15,149,1,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Ruvell,SEA,2010,5,,,,9,7,158,1,,,,,,,,,,,,,,,,,,,,,,,,
Martin | Ruvell,STL,2009,8,,,,12,6,99,,,,,,,,,,,,,,,,,,,,,,,,,
Martinez | Glenn,DEN,2007,12,,,,24,14,175,,,,,,,,,,,,,,,,,,,,,,,,,
Martinez | Glenn,DEN,2008,2,,,,4,3,32,,,,,,,,,,,,,,,,,,,,,,,,,
Martinez | Glenn,DET,2005,3,,,,6,1,11,,,,,,,,,,,,,,,,,,,,,,,,,
Martinez | Glenn,HOU,2009,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,BAL,2005,16,,,,141,86,1073,3,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,BAL,2006,16,1,-4,,115,68,750,2,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,BAL,2007,16,,,,164,103,1087,5,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,BAL,2008,16,1,3,,121,80,1037,5,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,BAL,2009,16,1,2,,134,73,1028,7,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,BAL,2010,16,,,,100,61,802,7,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,NYJ,2011,12,,,,35,19,170,,,,,,,,,,,,,,,,,,,,,,,,,
Mason | Derrick,TEN,2004,16,1,-3,,154,96,1168,7,,,,,,,,,,,,,,,,,,,,,,,,
Massaquoi | Mohamed,CLE,2009,16,1,-3,,95,34,624,3,,,,,,,,,,,,,,,,,,,,,,,,
Massaquoi | Mohamed,CLE,2010,15,1,-3,,74,36,483,2,,,,,,,,,,,,,,,,,,,,,,,,
Massaquoi | Mohamed,CLE,2011,14,,,,74,31,384,2,,,,,,,,,,,,,,,,,,,,,,,,
Massaquoi | Mohamed,CLE,2012,9,,,,33,17,254,,,,,,,,,,,,,,,,,,,,,,,,,
Mathis | Jerome,HOU,2005,6,,,,13,5,65,1,,,,,,,,,,,,,,,,,,,,,,,,
Mathis | Jerome,HOU,2007,3,,,,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,
Matthews | John,JAC,2010,3,,,,1,,,
Matthews | Rishard,MIA,2012,8,,,,20,11,151,
Maxwell | Marcus,CIN,2007,5,,,,2,1,5,
Mays | Lee,PIT,2004,9,,,,23,9,137,
McAddley | Jason,SF,2005,6,,,,19,7,125,
McAddley | Jason,TEN,2004,2,,,,3,2,38,
McCants | Darnerian,PHI,2005,5,,,,9,5,87,
McCants | Darnerian,WAS,2004,4,,,,8,5,71,
McCardell | Keenan,SD,2004,7,1,3,,61,31,393,1
McCardell | Keenan,SD,2005,16,3,2,,107,70,917,9
McCardell | Keenan,SD,2006,13,,,,53,36,437,
McCardell | Keenan,WAS,2007,10,,,,31,22,256,1
McCareins | Justin,NYJ,2004,16,2,-5,,89,56,770,4
McCareins | Justin,NYJ,2005,16,1,8,,101,43,713,2
McCareins | Justin,NYJ,2006,14,,,,41,23,345,1
McCareins | Justin,NYJ,2007,16,,,,46,19,232,
McCareins | Justin,TEN,2008,14,2,8,,72,30,412,,,,,,,,,,,,,,,,,,,,,,,,,
McCluster | Dexter,KC,2010,11,18,71,,39,21,209,1,,,,,,,,,,,,,,,,,,,,,,,,
McCoy | Leron,ARI,2005,7,,,,30,18,191,1,,,,,,,,,,,,,,,,,,,,,,,,
McDonald | Shaun,DET,2007,16,4,2,,127,79,943,6,,,,,,,,,,,,,,,,,,,,,,,,
McDonald | Shaun,DET,2008,12,,,,66,35,332,1,,,,,,,,,,,,,,,,,,,,,,,,
McDonald | Shaun,PIT,2009,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonald | Shaun,STL,2004,15,4,0,,66,37,494,3,,,,,,,,,,,,,,,,,,,,,,,,
McDonald | Shaun,STL,2005,15,1,7,,72,46,523,,,,,,,,,,,,,,,,,,,,,,,,,
McDonald | Shaun,STL,2006,12,,,,18,13,136,1,,,,,,,,,,,,,,,,,,,,,,,,
McFoy | Chris,OAK,2007,3,,,,2,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
McKinley | Kenny,DEN,2009,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMullen | Billy,MIN,2006,13,,,,40,21,292,2,,,,,,,,,,,,,,,,,,,,,,,,
McMullen | Billy,PHI,2004,3,,,,17,3,24,,,,,,,,,,,,,,,,,,,,,,,,,
McMullen | Billy,PHI,2005,11,,,,38,18,268,1,,,,,,,,,,,,,,,,,,,,,,,,
McMullen | Billy,SEA,2008,4,,,,17,7,124,,,,,,,,,,,,,,,,,,,,,,,,,
McNutt | Marvin,IND,2012,4,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Meachem | Robert,NO,2008,14,1,20,1,20,12,289,3,,,,,,,,,,,,,,,,,,,,,,,,
Meachem | Robert,NO,2009,16,6,82,,64,45,722,9,,,,,,,,,,,,,,,,,,,,,,,,
Meachem | Robert,NO,2010,16,4,14,,66,44,638,5,,,,,,,,,,,,,,,,,,,,,,,,
Meachem | Robert,NOS,2011,16,4,18,,60,40,620,6,,,,,,,,,,,,,,,,,,,,,,,,
Meachem | Robert,SDC,2012,15,1,-6,,32,14,207,2,,,,,,,,,,,,,,,,,,,,,,,,
Meier | Kerry,ATL,2011,12,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Middleton | Brandon,DET,2007,5,,,,10,8,70,1,,,,,,,,,,,,,,,,,,,,,,,,
Middleton | Brandon,DET,2008,8,,,,3,1,23,,,,,,,,,,,,,,,,,,,,,,,,,
Miller | Nick,OAK,2010,9,,,,4,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
Miller | Nick,OAK,2011,8,,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell | Carlton,CLE,2010,5,1,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell | Carlton,CLE,2011,11,,,,4,3,31,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell | Freddie,PHI,2004,15,,,,46,22,377,2,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell | Marko,WAS,2009,10,,,,7,4,32,,,,,,,,,,,,,,,,,,,,,,,,,
Mix | Anthony,WAS,2007,13,,,,5,3,39,,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Clarence,BAL,2004,14,,,,54,24,293,4,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Clarence,BAL,2005,4,,,,19,3,59,,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Clarence,BAL,2006,3,,,,6,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Denarius,OAK,2011,13,5,61,1,76,33,618,5,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Denarius,OAK,2012,15,1,-5,,114,51,741,7,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Kenneth,CAR,2009,12,,,,12,6,59,,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Kenneth,IND,2010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Lance,NO,2006,3,,,,3,1,10,,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Lance,NO,2007,16,2,7,1,50,32,302,2,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Lance,NO,2008,16,,,,120,79,928,10,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Lance,NO,2009,7,,,,19,14,153,2,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Lance,NO,2010,16,,,,95,66,763,8,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Lance,NOS,2011,14,,,,73,52,627,8,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Lance,NOS,2012,15,,,,104,65,1041,6,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Marlon,MIA,2010,9,1,16,,19,6,128,1,,,,,,,,,,,,,,,,,,,,,,,,
Moore | Marlon,MIA,2012,14,1,9,,11,6,116,1,,,,,,,,,,,,,,,,,,,,,,,,
Moorehead | Aaron,IND,2004,1,,,,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Moorehead | Aaron,IND,2005,2,,,,12,7,75,,,,,,,,,,,,,,,,,,,,,,,,,
Moorehead | Aaron,IND,2006,7,,,,16,8,82,1,,,,,,,,,,,,,,,,,,,,,,,,
Moorehead | Aaron,IND,2007,8,,,,22,8,65,,,,,,,,,,,,,,,,,,,,,,,,,
Morant | Johnnie,OAK,2004,2,,,,2,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
Morant | Johnnie,OAK,2006,4,,,,12,7,70,,,,,,,,,,,,,,,,,,,,,,,,,
Morey | Sean,ARI,2007,15,1,13,,17,8,131,,,,,,,,,,,,,,,,,,,,,,,,,
Morey | Sean,ARI,2008,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morey | Sean,ARI,2009,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morey | Sean,PIT,2004,2,,,,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
Morey | Sean,PIT,2006,3,,,,4,2,29,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Donovan,HOU,2005,3,,,,8,4,42,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Joseph,NOS,2012,14,1,1,,20,10,379,3,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Josh,SF,2008,12,,,,43,20,319,3,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Josh,SF,2009,16,5,61,,81,52,527,3,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Josh,SF,2010,16,2,17,,80,44,698,2,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Josh,SFO,2011,5,,,,18,15,220,1,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Josh,WAS,2012,16,3,25,,73,48,510,2,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Quincy,CLE,2004,7,,,,28,13,220,3,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Quincy,DAL,2004,8,2,23,,43,18,184,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan | Quincy,PIT,2005,11,,,,19,9,150,2,,,,,,,,,,,,,,,,,,,,,,,,
Morton | Johnnie,KC,2004,13,7,43,,82,55,795,3,,,,,,,,,,,,,,,,,,,,,,,,
Morton | Johnnie,SF,2005,13,,,,43,21,288,,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,MIN,2004,12,,,,92,49,767,13,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,NE,2007,16,,,,159,98,1493,23,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,NE,2008,16,2,,,125,69,1008,11,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,NE,2009,16,,,,138,83,1264,13,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,NE,2010,16,,,,63,28,393,5,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,OAK,2005,16,,,,124,60,1005,8,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,OAK,2006,13,,,,102,42,553,3,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Randy,SFO,2012,16,,,,50,28,434,3,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,NYJ,2004,15,6,18,,83,45,838,5,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2005,16,3,-3,,138,84,1483,9,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2006,14,7,82,,99,54,767,6,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2007,14,3,13,,115,61,808,3,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2008,16,1,27,,138,79,1044,6,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2009,16,2,8,,120,70,902,3,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2010,16,5,-6,,145,93,1115,6,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2011,12,,,,95,46,584,4,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Santana,WAS,2012,16,3,14,,62,41,573,8,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Sinorice,NYG,2006,5,,,,10,5,25,,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Sinorice,NYG,2007,13,1,4,,37,21,225,,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Sinorice,NYG,2008,10,,,,15,12,153,2,,,,,,,,,,,,,,,,,,,,,,,,
Moss | Sinorice,NYG,2009,8,,,,4,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,
Moulds | Eric,BUF,2004,16,5,19,,144,88,1043,5,,,,,,,,,,,,,,,,,,,,,,,,
Moulds | Eric,BUF,2005,15,,,,134,81,816,4,,,,,,,,,,,,,,,,,,,,,,,,
Moulds | Eric,HOU,2006,16,1,6,,81,57,557,1,,,,,,,,,,,,,,,,,,,,,,,,
Moulds | Eric,TEN,2007,16,,,,52,32,342,,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad | Muhsin,CAR,2004,16,3,15,,163,93,1405,16,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad | Muhsin,CAR,2007,16,,,,81,40,570,3,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad | Muhsin,CAR,2008,16,,,,108,65,923,5,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad | Muhsin,CAR,2009,14,,,,89,53,581,1,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad | Muhsin,CHI,2005,15,,,,139,64,750,4,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad | Muhsin,CHI,2006,16,,,,121,60,863,5,,,,,,,,,,,,,,,,,,,,,,,,
Murphy | Louis,CAR,2012,16,1,3,,61,25,336,1,,,,,,,,,,,,,,,,,,,,,,,,
Murphy | Louis,OAK,2009,16,6,31,,96,34,521,4,,,,,,,,,,,,,,,,,,,,,,,,
Murphy | Louis,OAK,2010,14,1,43,,78,41,609,2,,,,,,,,,,,,,,,,,,,,,,,,
Murphy | Louis,OAK,2011,11,6,69,1,33,15,241,,,,,,,,,,,,,,,,,,,,,,,,,
Murphy | Terrence,GB,2005,3,,,,11,5,36,,,,,,,,,,,,,,,,,,,,,,,,,
Naanee | Legedu,CAR,2011,15,,,,76,44,467,1,,,,,,,,,,,,,,,,,,,,,,,,
Naanee | Legedu,MIA,2012,4,,,,5,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
Naanee | Legedu,SD,2007,13,,,,13,8,69,,,,,,,,,,,,,,,,,,,,,,,,,
Naanee | Legedu,SD,2008,16,,,,11,8,64,,,,,,,,,,,,,,,,,,,,,,,,,
Naanee | Legedu,SD,2009,15,3,7,,29,24,242,2,,,,,,,,,,,,,,,,,,,,,,,,
Naanee | Legedu,SD,2010,10,3,-2,,46,23,371,1,,,,,,,,,,,,,,,,,,,,,,,,
Nance | Martin,MIN,2006,1,,,,7,4,33,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | David,BUF,2010,15,,,,47,31,353,3,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | David,BUF,2011,16,,,,98,61,658,5,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | David,BUF,2012,1,,,,5,2,31,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | Jordy,GB,2008,16,,,,54,33,366,2,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | Jordy,GB,2009,13,,,,31,22,320,2,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | Jordy,GB,2010,16,,,,64,45,582,2,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | Jordy,GBP,2011,16,,,,95,68,1263,15,,,,,,,,,,,,,,,,,,,,,,,,
Nelson | Jordy,GBP,2012,12,,,,73,49,745,7,,,,,,,,,,,,,,,,,,,,,,,,
Newhouse | Reggie,ARI,2004,1,,,,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Newhouse | Reggie,ARI,2005,3,,,,10,4,45,,,,,,,,,,,,,,,,,,,,,,,,,
Newsome | Jamar,JAC,2011,2,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Newsome | Jamar,KCC,2012,6,,,,16,5,73,,,,,,,,,,,,,,,,,,,,,,,,,
Nicks | Hakeem,NYG,2009,14,2,8,,74,47,790,6,,,,,,,,,,,,,,,,,,,,,,,,
Nicks | Hakeem,NYG,2010,13,,,,128,79,1052,11,,,,,,,,,,,,,,,,,,,,,,,,
Nicks | Hakeem,NYG,2011,15,,,,133,76,1192,7,,,,,,,,,,,,,,,,,,,,,,,,
Nicks | Hakeem,NYG,2012,13,,,,100,53,692,3,,,,,,,,,,,,,,,,,,,,,,,,
Northcutt | Dennis,CLE,2004,16,8,19,,96,55,806,2,,,,,,,,,,,,,,,,,,,,,,,,
Northcutt | Dennis,CLE,2005,16,2,33,,76,42,441,2,,,,,,,,,,,,,,,,,,,,,,,,
Northcutt | Dennis,CLE,2006,12,2,16,,45,22,228,,,,,,,,,,,,,,,,,,,,,,,,,
Northcutt | Dennis,DET,2009,16,,,,63,35,357,1,,,,,,,,,,,,,,,,,,,,,,,,
Northcutt | Dennis,JAC,2007,15,6,27,,73,44,601,4,,,,,,,,,,,,,,,,,,,,,,,,
Northcutt | Dennis,JAC,2008,14,1,9,,68,44,545,2,,,,,,,,,,,,,,,,,,,,,,,,
Norwood | Jordan,CLE,2011,14,,,,34,23,268,1,,,,,,,,,,,,,,,,,,,,,,,,
Norwood | Jordan,CLE,2012,2,1,1,,19,13,137,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood | Jordan,PHI,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obomanu | Ben,SEA,2007,13,,,,29,12,180,1,,,,,,,,,,,,,,,,,,,,,,,,
Obomanu | Ben,SEA,2009,14,,,,5,4,41,,,,,,,,,,,,,,,,,,,,,,,,,
Obomanu | Ben,SEA,2010,15,2,17,,49,30,494,4,,,,,,,,,,,,,,,,,,,,,,,,
Obomanu | Ben,SEA,2011,16,1,13,,61,37,436,2,,,,,,,,,,,,,,,,,,,,,,,,
Obomanu | Ben,SEA,2012,8,1,11,,9,4,58,,,,,,,,,,,,,,,,,,,,,,,,,
Ogletree | Kevin,DAL,2009,11,1,6,,8,7,96,,,,,,,,,,,,,,,,,,,,,,,,,
Ogletree | Kevin,DAL,2010,6,,,,6,3,34,,,,,,,,,,,,,,,,,,,,,,,,,
Ogletree | Kevin,DAL,2011,14,2,3,,26,15,164,,,,,,,,,,,,,,,,,,,,,,,,,
Ogletree | Kevin,DAL,2012,15,2,9,,55,32,436,4,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,JAC,2010,16,,,,16,6,60,1,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,JAC,2011,12,,,,11,5,42,,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,SD,2004,11,,,,35,15,308,2,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,SD,2005,5,1,4,,5,2,21,,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,SD,2006,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,SD,2007,16,,,,3,2,23,,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,SD,2008,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osgood | Kassim,SD,2009,16,,,,5,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Chad,JAC,2007,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Chad,JAX,2005,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Chad,JAX,2006,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Terrell,BUF,2009,16,6,54,1,109,55,829,5,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Terrell,CIN,2010,14,,,,139,72,983,9,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Terrell,DAL,2006,16,,,,154,85,1180,13,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Terrell,DAL,2007,15,1,5,,141,81,1355,15,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Terrell,DAL,2008,16,7,33,,140,69,1052,10,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Terrell,PHI,2004,14,3,-5,,128,77,1200,14,,,,,,,,,,,,,,,,,,,,,,,,
Owens | Terrell,PHI,2005,7,1,2,,90,47,763,6,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Eric,SD,2004,13,4,53,,75,47,690,4,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Eric,SD,2005,15,4,55,,83,57,725,3,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Eric,SD,2006,15,2,19,,71,48,659,,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Preston,TB,2010,9,1,7,,9,4,42,,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Preston,TBB,2011,16,2,0,,64,40,554,3,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Preston,TBB,2012,2,1,7,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Samie,KC,2004,3,,,,14,9,137,1,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Samie,KC,2005,12,,,,60,36,533,3,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Samie,KC,2006,16,3,7,,68,41,561,1,,,,,,,,,,,,,,,,,,,,,,,,
Parker | Samie,KC,2007,15,1,2,,39,24,298,2,,,,,,,,,,,,,,,,,,,,,,,,
Parrish | Roscoe,BUF,2005,8,2,-2,,25,15,148,1,,,,,,,,,,,,,,,,,,,,,,,,
Parrish | Roscoe,BUF,2006,14,2,18,,39,23,320,2,,,,,,,,,,,,,,,,,,,,,,,,
Parrish | Roscoe,BUF,2007,16,3,19,1,58,35,352,1,,,,,,,,,,,,,,,,,,,,,,,,
Parrish | Roscoe,BUF,2008,13,2,9,,45,24,232,1,,,,,,,,,,,,,,,,,,,,,,,,
Parrish | Roscoe,BUF,2009,12,2,4,,4,3,34,,,,,,,,,,,,,,,,,,,,,,,,,
Parrish | Roscoe,BUF,2010,8,3,23,,53,33,400,2,,,,,,,,,,,,,,,,,,,,,,,,
Parrish | Roscoe,BUF,2011,2,,,,4,1,16,,,,,,,,,,,,,,,,,,,,,,,,,
Pathon | Jerome,ATL,2005,1,,,,2,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
Pathon | Jerome,NO,2004,15,,,,68,34,581,1,,,,,,,,,,,,,,,,,,,,,,,,
Patten | David,NE,2004,16,1,5,,101,44,800,7,,,,,,,,,,,,,,,,,,,,,,,,
Patten | David,NO,2007,16,2,,,88,54,792,3,,,,,,,,,,,,,,,,,,,,,,,,
Patten | David,NO,2008,5,,,,20,11,162,1,,,,,,,,,,,,,,,,,,,,,,,,
Patten | David,WAS,2005,9,,,,55,22,217,,,,,,,,,,,,,,,,,,,,,,,,,
Patten | David,WAS,2006,3,,,,4,1,25,,,,,,,,,,,,,,,,,,,,,,,,,
